Sample	Site	Core	Year	Density	ExtRate	CalcRate
Palau004	Outer_Taoch	A	2011	1.2644	1.0979	1.3882
Palau004	Outer_Taoch	A	2010	1.2079	0.9184	1.1093
Palau004	Outer_Taoch	A	2009	1.2143	0.859	1.0431
Palau004	Outer_Taoch	A	2008	1.2389	0.8542	1.0583
Palau004	Outer_Taoch	A	2007	1.2606	0.8902	1.1222
Palau004	Outer_Taoch	A	2006	1.2739	1.1863	1.5112
Palau004	Outer_Taoch	A	2005	1.2631	0.9348	1.1807
Palau004	Outer_Taoch	A	2004	1.2384	0.8523	1.0554
Palau003	Outer_Taoch	B	2011	1.1849	1.1144	1.3204
Palau003	Outer_Taoch	B	2010	1.2324	1.1506	1.418
Palau003	Outer_Taoch	B	2009	1.2357	1.1046	1.3649
Palau003	Outer_Taoch	B	2008	1.4096	1.1292	1.5917
Palau003	Outer_Taoch	B	2007	1.4114	1.025	1.4466
Palau003	Outer_Taoch	B	2006	1.3134	1.0198	1.3394
Palau005	Outer_Taoch	C	2011	1.2164	1.4898	1.8122
Palau005	Outer_Taoch	C	2010	1.2148	1.5944	1.937
Palau005	Outer_Taoch	C	2009	1.2554	1.5846	1.9893
Palau005	Outer_Taoch	C	2008	1.1882	1.6278	1.9341
Palau072	Drop_Off	I	2010	1.2885	0.3595	0.4633
Palau072	Drop_Off	I	2009	1.2469	0.4326	0.5395
Palau072	Drop_Off	I	2008	1.1876	0.596	0.7078
Palau072	Drop_Off	I	2007	1.1678	0.6776	0.7912
Palau072	Drop_Off	I	2006	1.16	0.4202	0.4874
Palau072	Drop_Off	I	2005	1.2543	0.858	1.0762
Palau016	Ngermid	N	2011	1.0915	0.7672	0.8374
Palau016	Ngermid	N	2010	1.0284	0.7333	0.7541
Palau016	Ngermid	N	2009	1.0062	0.6554	0.6595
Palau016	Ngermid	N	2008	0.9953	0.7173	0.7138
Palau016	Ngermid	N	2007	1.0183	0.7526	0.7664
Palau016	Ngermid	N	2006	1.0797	0.6286	0.6788
Palau016	Ngermid	N	2005	1.0397	0.8352	0.8684
Palau016	Ngermid	N	2004	1.1059	0.9008	0.9962
Palau016	Ngermid	N	2003	1.0945	0.7789	0.8525
Palau016	Ngermid	N	2002	1.0758	0.586	0.6304
Palau016	Ngermid	N	2001	1.0663	0.5986	0.6382
Palau016	Ngermid	N	2000	1.0107	0.6779	0.6852
Palau016	Ngermid	N	1999	0.9558	0.7145	0.683
Palau016	Ngermid	N	1998	0.9884	0.6854	0.6774
Palau016	Ngermid	N	1997	0.974	0.6674	0.6501
Palau014	Ngermid	O	2010	0.8595	0.5634	0.4843
Palau014	Ngermid	O	2009	0.8206	0.4572	0.3751
Palau014	Ngermid	O	2008	0.7739	0.7933	0.6139
Palau014	Ngermid	O	2007	0.7242	0.5094	0.3689
Palau014	Ngermid	O	2006	0.7791	0.5045	0.393
Palau014	Ngermid	O	2005	0.7912	0.3592	0.2842
Palau014	Ngermid	O	2004	0.7729	0.3102	0.2397
Palau014	Ngermid	O	2003	0.7938	0.3716	0.2949
Palau014	Ngermid	O	2002	0.8207	0.3949	0.3241
Palau014	Ngermid	O	2001	0.796	0.2767	0.2203
Palau014	Ngermid	O	2000	0.8096	0.4695	0.3801
Palau014	Ngermid	O	1999	0.8196	0.53	0.4344
Palau014	Ngermid	O	1998	0.8279	0.6785	0.5618
Palau014	Ngermid	O	1997	0.8193	0.4469	0.3661
Palau014	Ngermid	O	1996	0.8335	0.4416	0.3681
Palau015	Ngermid	P	2011	0.8533	0.5476	0.4673
Palau015	Ngermid	P	2010	0.8424	0.4056	0.3417
Palau015	Ngermid	P	2009	0.8444	0.534	0.4491
Palau015	Ngermid	P	2008	0.8548	0.5325	0.4552
Palau015	Ngermid	P	2007	0.95	0.4723	0.4487
Palau015	Ngermid	P	2006	0.8383	0.4806	0.4029
Palau015	Ngermid	P	2005	0.88	0.5886	0.518
Palau015	Ngermid	P	2004	0.8982	0.5134	0.4612
Palau015	Ngermid	P	2003	0.799	0.5527	0.4416
